Data de referência,Indexador,Exposição
2017-03-22,Caixa,0E-28
2017-03-22,DI,0.03088940635541667884557188430
2017-03-22,IPCA,0.9691105936445823305514026352
2017-03-23,Caixa,0E-28
2017-03-23,DI,0.03094636352850004323699352782
2017-03-23,IPCA,0.9690536364714989642001593421
2017-03-24,Caixa,0E-28
2017-03-24,DI,0.03086327398675748938793237242
2017-03-24,IPCA,0.9691367260132415198856683804
2017-03-27,Caixa,0E-28
2017-03-27,DI,0.03100689524604811384507139242
2017-03-27,IPCA,0.9689931047539508982889075596
2017-03-28,Caixa,0E-28
2017-03-28,DI,0.03087151945946877014834321012
2017-03-28,IPCA,0.9691284805405302420361800590
2017-03-29,Caixa,0E-28
2017-03-29,DI,0.03094343001329218175269550233
2017-03-29,IPCA,0.9690565699867068295784911022
2017-03-30,Caixa,0E-28
2017-03-30,DI,0.03141592351033110098358054089
2017-03-30,IPCA,0.9685840764896679091450339759
2017-03-31,Caixa,0E-28
2017-03-31,DI,0.03116656355679753229228891543
2017-03-31,IPCA,0.9688334364432014806229939382
2017-04-03,Caixa,0E-28
2017-04-03,DI,0.03092757581541054339815850282
2017-04-03,IPCA,0.9690724241845884691018902185
2017-04-04,Caixa,0E-28
2017-04-04,DI,0.1316994409644697873970482113
2017-04-04,IPCA,0.8683005590355292140126759567
2017-04-05,Caixa,0E-28
2017-04-05,DI,0.1314308762092183890665643390
2017-04-05,IPCA,0.8685691237907806116667956564
2017-04-06,Caixa,0E-28
2017-04-06,DI,0.1314731978622586888486267205
2017-04-06,IPCA,0.8685268021377403123236840100
2017-04-07,Caixa,0E-28
2017-04-07,DI,0.1317599880827338548182876184
2017-04-07,IPCA,0.8682400119172651454296574644
2017-04-10,Caixa,0E-28
2017-04-10,DI,0.1324176991850912802437587122
2017-04-10,IPCA,0.8675823008149077211168209896
2017-04-11,Caixa,0E-28
2017-04-11,DI,0.1318967206619970857180314942
2017-04-11,IPCA,0.8681032793380019173610829170
2017-04-12,Caixa,0E-28
2017-04-12,DI,0.1314838128701489577842195922
2017-04-12,IPCA,0.8685161871298500426717366297
2017-04-13,Caixa,0E-28
2017-04-13,DI,0.1314340950981196707499479360
2017-04-13,IPCA,0.8685659049018793307206974582
2017-04-17,Caixa,0.006072162770937811940539554120
2017-04-17,DI,0.1318903888858896785774111023
2017-04-17,IPCA,0.8620374483431715109458130652
2017-04-18,Caixa,0.006066341811477201689539509287
2017-04-18,DI,0.1314126829572413753649679385
2017-04-18,IPCA,0.8625209752312804253664834048
2017-04-19,Caixa,0.006071772088256455462134380123
2017-04-19,DI,0.1316974586382347671716314517
2017-04-19,IPCA,0.8622307692735077788942436658
2017-04-20,Caixa,0.006063211390886844900379119302
2017-04-20,DI,0.1314599365277479217445450419
2017-04-20,IPCA,0.8624768520813642362908484102
2017-04-24,Caixa,0.006053640255180511796614131618
2017-04-24,DI,0.1317790703831410152809775768
2017-04-24,IPCA,0.8621672893616774774321053756
2017-04-25,Caixa,0.006070448125008391398136300047
2017-04-25,DI,0.1321164423934397249730709294
2017-04-25,IPCA,0.8618131094815508853745212800
2017-04-26,Caixa,0.006069506587051946525443993030
2017-04-26,DI,0.1322492907564021576265594664
2017-04-26,IPCA,0.8616812026565448977485561709
2017-04-27,Caixa,0.006057719856143659301691837014
2017-04-27,DI,0.1321860924758045162979541374
2017-04-27,IPCA,0.8617561876680508282391815126
2017-04-28,Caixa,0.006060335988395981616612345034
2017-04-28,DI,0.1321257090856335714892088190
2017-04-28,IPCA,0.8618139549259694503027967003
2017-05-02,Caixa,0.006064059468511941581886005922
2017-05-02,DI,0.1322475719840590261492943936
2017-05-02,IPCA,0.8616883685474280350651301268
2017-05-03,Caixa,0.00006404625539475910637967616437
2017-05-03,DI,0.1256202216721632488416005484
2017-05-03,IPCA,0.8743157320724429913079138346
2017-05-04,Caixa,0.00006400567906221702280693912006
2017-05-04,DI,0.1255309977093619810061835270
2017-05-04,IPCA,0.8744049966115768005938277139
2017-05-05,Caixa,0.00006396196405371470826069338331
2017-05-05,DI,0.1257272252034269122963915818
2017-05-05,IPCA,0.8742088128325203709361200977
2017-05-08,Caixa,0.00006403277752102329766890973469
2017-05-08,DI,0.1257082511858242120994928805
2017-05-08,IPCA,0.8742277160366557636484491746
2017-05-09,Caixa,0.00006396300978614250724653307631
2017-05-09,DI,0.1259281617898961895948255776
2017-05-09,IPCA,0.8740078752003186658550158819
2017-05-10,Caixa,0.00006391030541847137140810912641
2017-05-10,DI,0.1255964315855756352050195090
2017-05-10,IPCA,0.8743396581090068905583617135
2017-05-11,Caixa,0.00006364508307022479450944411950
2017-05-11,DI,0.1251379836909699919457947448
2017-05-11,IPCA,0.8747983712259607762564603176
2017-05-12,Caixa,0.00006361162375466993164525823432
2017-05-12,DI,0.1252397392415638376817238255
2017-05-12,IPCA,0.8746966491346824848613599340
2017-05-15,Caixa,0.004302364436618962070800307540
2017-05-15,DI,0.1251858059053766644926774357
2017-05-15,IPCA,0.8705118296580053640127029427
2017-05-16,Caixa,0.004291284000091518064242762718
2017-05-16,DI,0.1249794408994033438522788772
2017-05-16,IPCA,0.8707292751005061261084998745
2017-05-17,Caixa,0.004289272618858556169742341358
2017-05-17,DI,0.1249645398162972340367784920
2017-05-17,IPCA,0.8707461875648451973554003620
2017-05-18,Caixa,0.004358318278041911226825766759
2017-05-18,DI,0.1272022630423164164976016849
2017-05-18,IPCA,0.8684394186796426757345629883
2017-05-19,Caixa,0.004374107441731163393483278629
2017-05-19,DI,0.1277412193468308988319780885
2017-05-19,IPCA,0.8678846732114389448688253605
2017-05-22,Caixa,0.004367855152715959846462214407
2017-05-22,DI,0.1277686421377019501131533321
2017-05-22,IPCA,0.8678635027095830956951444602
2017-05-23,Caixa,0.004357701194102715024340506892
2017-05-23,DI,0.1272138152980892543808312042
2017-05-23,IPCA,0.8684284835078090339117413533
2017-05-24,Caixa,0.004349980985573319094917695115
2017-05-24,DI,0.1269884402349136497740966713
2017-05-24,IPCA,0.8686615787795140326703982574
2017-05-25,Caixa,0.004348607104320712867540939343
2017-05-25,DI,0.1272084705896408918564085746
2017-05-25,IPCA,0.8684429223060393964991407568
2017-05-26,Caixa,0.004345957914309034603380306597
2017-05-26,DI,0.1273101104055399162629813252
2017-05-26,IPCA,0.8683439316801520497467792573
2017-05-29,Caixa,0.004337803963116237613952791184
2017-05-29,DI,0.1269145275885417166707180763
2017-05-29,IPCA,0.8687476684483430444511046925
2017-05-30,Caixa,0.004345365950549128028798997541
2017-05-30,DI,0.1270353838196669165128431689
2017-05-30,IPCA,0.8686192502297849559352050161
2017-05-31,Caixa,0.004335651256885716501390564995
2017-05-31,DI,0.1267513778573920904221500545
2017-05-31,IPCA,0.8689129708857231913165959618
2017-06-01,Caixa,0.004335909982366992467391409706
2017-06-01,DI,0.1268882480659023240897099697
2017-06-01,IPCA,0.8687758419517316817426041438
2017-06-02,Caixa,0E-27
2017-06-02,DI,0.1241309743877717710739287278
2017-06-02,IPCA,0.8758690256122272275969833250
2017-06-05,Caixa,0E-27
2017-06-05,DI,0.1241088954242463288162412459
2017-06-05,IPCA,0.8758911045757526681293484698
2017-06-06,Caixa,0E-27
2017-06-06,DI,0.1243055998221257294182864469
2017-06-06,IPCA,0.8756944001778732690097942787
2017-06-07,Caixa,0E-27
2017-06-07,DI,0.1244174244221643588697196820
2017-06-07,IPCA,0.8755825755778346400671382888
2017-06-08,Caixa,0E-27
2017-06-08,DI,0.1244703699274554852135078318
2017-06-08,IPCA,0.8755296300725435121071649605
2017-06-09,Caixa,0E-27
2017-06-09,DI,0.1242245041836959021224342096
2017-06-09,IPCA,0.8757754958163030963054944455
2017-06-12,Caixa,0E-27
2017-06-12,DI,0.1244140935218686641566110177
2017-06-12,IPCA,0.8755859064781303332882426784
2017-06-13,Caixa,0E-27
2017-06-13,DI,0.1246661876681705166972788164
2017-06-13,IPCA,0.8753338123318284808116824464
2017-06-14,Caixa,0E-27
2017-06-14,DI,0.1247092498089510454367883480
2017-06-14,IPCA,0.8752907501910479528615791050
2017-06-16,Caixa,0.001527483671080307807372508237
2017-06-16,DI,0.1245106417284600739576299691
2017-06-16,IPCA,0.8739618746004586180335764182
2017-06-19,Caixa,0.001525567500787637545622914089
2017-06-19,DI,0.1244136502976615538526029343
2017-06-19,IPCA,0.8740607822015498096550677700
2017-06-20,Caixa,0.001526789699164218284415952207
2017-06-20,DI,0.1246436144174222035616369363
2017-06-20,IPCA,0.8738295958834125784069411408
2017-06-21,Caixa,0.001527513983044187328682165069
2017-06-21,DI,0.1244287475546764251381594678
2017-06-21,IPCA,0.8740437384622783873118888879
2017-06-22,Caixa,0.001526096057148941249685116952
2017-06-22,DI,0.1244855186283539943317897796
2017-06-22,IPCA,0.8739883853144960651257182470
2017-06-23,Caixa,0.001525786075522874150606991374
2017-06-23,DI,0.1244507224106799702429055310
2017-06-23,IPCA,0.8740234915137961565166576270
2017-06-26,Caixa,0.001524000585021694456268733972
2017-06-26,DI,0.1244335550578544962573093360
2017-06-26,IPCA,0.8740424443571228113657372371
2017-06-27,Caixa,0.001523755182636883780602528051
2017-06-27,DI,0.1244135181290883348478787202
2017-06-27,IPCA,0.8740627266882737836115243618
2017-06-28,Caixa,0.001522627497454619270252303526
2017-06-28,DI,0.1243214434425072662972337822
2017-06-28,IPCA,0.8741559290600371174109315566
2017-06-29,Caixa,0.001525970064006774228127858225
2017-06-29,DI,0.1238330850165969654844188731
2017-06-29,IPCA,0.8746409449193952610771471433
2017-06-30,Caixa,0.001520685554210256763542268218
2017-06-30,DI,0.1239801073950146071135081449
2017-06-30,IPCA,0.8744992070507741403729581658
2017-07-03,Caixa,0.001517269070140431698499094607
2017-07-03,DI,0.1235159999559464260051487177
2017-07-03,IPCA,0.8749667309739121487834859715
2017-07-04,Caixa,0E-27
2017-07-04,DI,0.1203446038544802218386139987
2017-07-04,IPCA,0.8796553961455207782187838387
2017-07-05,Caixa,0E-27
2017-07-05,DI,0.1206259219926519948240125002
2017-07-05,IPCA,0.8793740780073490061250257506
2017-07-06,Caixa,0E-28
2017-07-06,DI,0.1213500351263272024081894113
2017-07-06,IPCA,0.8786499648736737971720395238
2017-07-07,Caixa,0E-28
2017-07-07,DI,0.1214604948710135055983807506
2017-07-07,IPCA,0.8785395051289874942599962956
2017-07-10,Caixa,0E-28
2017-07-10,DI,0.1213867977407233326366764132
2017-07-10,IPCA,0.8786132022592776661056380804
2017-07-11,Caixa,0E-28
2017-07-11,DI,0.1204990700384299098876997968
2017-07-11,IPCA,0.8795009299615710880325340580
2017-07-12,Caixa,0E-28
2017-07-12,DI,0.1202639337056436389147049018
2017-07-12,IPCA,0.8797360662943573560046490852
2017-07-13,Caixa,0E-28
2017-07-13,DI,0.1205499745525504072840357815
2017-07-13,IPCA,0.8794500254474505893582789241
2017-07-14,Caixa,0E-28
2017-07-14,DI,0.1201874697412182904167913001
2017-07-14,IPCA,0.8798125302587827029185291756
2017-07-17,Caixa,0.008073553977941619777690269071
2017-07-17,DI,0.1199083676676040521837090914
2017-07-17,IPCA,0.8720180783544553196557358841
2017-07-18,Caixa,0.008068423510972480399860791578
2017-07-18,DI,0.1198654294036203118217411885
2017-07-18,IPCA,0.8720661470854081987653945459
2017-07-19,Caixa,0.008044533053296159670225605909
2017-07-19,DI,0.1195790033788382615370596641
2017-07-19,IPCA,0.8723764635678665668454164869
2017-07-20,Caixa,0.008026539417662782093816566635
2017-07-20,DI,0.1197148298528901115756847012
2017-07-20,IPCA,0.8722586307294480921731703748
2017-07-21,Caixa,0.008027032280503521323938134064
2017-07-21,DI,0.1197373425833468154894510263
2017-07-21,IPCA,0.8722356251361506490898173148
2017-07-24,Caixa,0.008009674006661404281590409652
2017-07-24,DI,0.1194876999900493104855382806
2017-07-24,IPCA,0.8725026260032902690040846340
2017-07-25,Caixa,0.008018066055689036770561729934
2017-07-25,DI,0.1197145044911389608568984800
2017-07-25,IPCA,0.8722674294531729871744887289
2017-07-26,Caixa,0.008011517824101230152610840006
2017-07-26,DI,0.1196167354911852523266929638
2017-07-26,IPCA,0.8723717466847145015183724848
2017-07-27,Caixa,0.007978990549350659635779990831
2017-07-27,DI,0.1193009306714326785394258221
2017-07-27,IPCA,0.8727200787792176418273769778
2017-07-28,Caixa,0.007977836557005432105309721246
2017-07-28,DI,0.1192042366645057749289648299
2017-07-28,IPCA,0.8728179267784897728265715796
2017-07-31,Caixa,0.008751661100904734336920036649
2017-07-31,DI,0.1191107841029866653567872578
2017-07-31,IPCA,0.8721375547961095786212924021
2017-08-01,Caixa,0.008723815393095905997631270035
2017-08-01,DI,0.1187612731952520225644433399
2017-08-01,IPCA,0.8725149114116530466401590294
2017-08-02,Caixa,0E-28
2017-08-02,DI,0.1190862346777946716677420037
2017-08-02,IPCA,0.8809137653222073279709113078
2017-08-03,Caixa,0E-27
2017-08-03,DI,0.1190811893876431604309258139
2017-08-03,IPCA,0.8809188106123588399133966310
2017-08-04,Caixa,0E-28
2017-08-04,DI,0.1189550706731644662895273782
2017-08-04,IPCA,0.8810449293268375319362333049
2017-08-07,Caixa,0E-28
2017-08-07,DI,0.1190449679535348910818098586
2017-08-07,IPCA,0.8809550320464671081577118033
2017-08-08,Caixa,0E-27
2017-08-08,DI,0.1191743846617784233564410569
2017-08-08,IPCA,0.8808256153382235769138877885
2017-08-09,Caixa,0E-28
2017-08-09,DI,0.1192485261247102719437325334
2017-08-09,IPCA,0.8807514738752917277321449688
2017-08-10,Caixa,0E-27
2017-08-10,DI,0.1194397345716728560815766712
2017-08-10,IPCA,0.8805602654283291445185855690
2017-08-11,Caixa,0E-27
2017-08-11,DI,0.1195905780957065772368980241
2017-08-11,IPCA,0.8804094219042954228618295937
2017-08-14,Caixa,0E-28
2017-08-14,DI,0.1194280226240127297967432178
2017-08-14,IPCA,0.8805719773759892678159612734
2017-08-15,Caixa,0.001953092958864011305035992276
2017-08-15,DI,0.1192525536948899492642541930
2017-08-15,IPCA,0.8787943533462480340080379151
2017-08-16,Caixa,0.001951099527717893969670232534
2017-08-16,DI,0.1191368215201013943282475072
2017-08-16,IPCA,0.8789120789521827042436380483
2017-08-17,Caixa,0.001953976727649077355426721922
2017-08-17,DI,0.1193567172605393370747343609
2017-08-17,IPCA,0.8786893060118135810497073562
2017-08-18,Caixa,0.001949215769993597704462059121
2017-08-18,DI,0.1191180565495410366323201754
2017-08-18,IPCA,0.8789327276804673562810041641
2017-08-21,Caixa,0.001949663836922651148666266621
2017-08-21,DI,0.1191454382599779179552046632
2017-08-21,IPCA,0.8789048979031014219714994938
2017-08-22,Caixa,0.001948048045908759426548263405
2017-08-22,DI,0.1191193391955726885113182716
2017-08-22,IPCA,0.8789326127585205414873929156
2017-08-23,Caixa,0.001947445505965812798442039086
2017-08-23,DI,0.1193418248094392146059519713
2017-08-23,IPCA,0.8787107296845969614055273403
2017-08-24,Caixa,0.001945279074539063926842717401
2017-08-24,DI,0.1192088261982508702758510480
2017-08-24,IPCA,0.8788458947272120523947804072
2017-08-25,Caixa,0.001945038681017598854958000633
2017-08-25,DI,0.1191793529179831930884879527
2017-08-25,IPCA,0.8788756084010011944085286563
2017-08-28,Caixa,0.001946342163278572645311796183
2017-08-28,DI,0.1194571422093123135713648576
2017-08-28,IPCA,0.8785965156274111014664666297
2017-08-29,Caixa,0.001946240243308173329612629962
2017-08-29,DI,0.1192115071781926956738708027
2017-08-29,IPCA,0.8788422525785011185755750664
2017-08-30,Caixa,0.001947129442142183549189352195
2017-08-30,DI,0.1192659725678319875410313737
2017-08-30,IPCA,0.8787868979900278173969234973
2017-08-31,Caixa,0.001943354826217323800436701940
2017-08-31,DI,0.1193732712748028873688620099
2017-08-31,IPCA,0.8786833738989817734630554397
2017-09-01,Caixa,0.001941891964642596314309578465
2017-09-01,DI,0.1192387367178633340842652747
2017-09-01,IPCA,0.8788193713174960527398460390
2017-09-04,Caixa,0E-27
2017-09-04,DI,0.1151799563664930842905764791
2017-09-04,IPCA,0.8848200436335069157094235208
2017-09-05,Caixa,0E-28
2017-09-05,DI,0.1150688901651090634676198582
2017-09-05,IPCA,0.8849311098348909365323801412
2017-09-06,Caixa,0E-28
2017-09-06,DI,0.1150110018456048158176476056
2017-09-06,IPCA,0.8849889981543951841823523942
2017-09-08,Caixa,0E-28
2017-09-08,DI,0.1145008411749379794327643351
2017-09-08,IPCA,0.8854991588250620205672356644
2017-09-11,Caixa,0E-28
2017-09-11,DI,0.1147473260103878968912333057
2017-09-11,IPCA,0.8852526739896121031087666945
2017-09-12,Caixa,0E-28
2017-09-12,DI,0.1147854153464357341518514366
2017-09-12,IPCA,0.8852145846535642658481485633
2017-09-13,Caixa,0E-28
2017-09-13,DI,0.1150398322233628331780276894
2017-09-13,IPCA,0.8849601677766371668219723105
2017-09-14,Caixa,0.0001483762491572024873707554645
2017-09-14,DI,0.1147874711376056772465260778
2017-09-14,IPCA,0.8850641526132371202661031674
2017-09-15,Caixa,0.0009335176544975487576352744802
2017-09-15,DI,0.1150126014135652536057823951
2017-09-15,IPCA,0.8840538809319371976365823303
2017-09-18,Caixa,0.0009327736501598840007890878020
2017-09-18,DI,0.1149970637682664090640220779
2017-09-18,IPCA,0.8840701625815737069351888344
2017-09-19,Caixa,0.0009332534584618304386337362463
2017-09-19,DI,0.1151951470684579627437209025
2017-09-19,IPCA,0.8838715994730802068176453612
2017-09-20,Caixa,0.0009327645115040247887935738940
2017-09-20,DI,0.1151316669549403371505477234
2017-09-20,IPCA,0.8839355685335556380606587030
2017-09-21,Caixa,0.0009303202121360055501693651780
2017-09-21,DI,0.1148101058143934185394314209
2017-09-21,IPCA,0.8842595739734705759103992132
2017-09-22,Caixa,0.0009289499135693862715525045376
2017-09-22,DI,0.1145348539909613651710465758
2017-09-22,IPCA,0.8845361960954692485574009199
2017-09-25,Caixa,0.001063036486753434336862840862
2017-09-25,DI,0.1135949327849083145767553638
2017-09-25,IPCA,0.8853420307283382510863817950
2017-09-26,Caixa,0.001061278228023337286923949316
2017-09-26,DI,0.1134627059520513192525303652
2017-09-26,IPCA,0.8854760158199253434605456852
2017-09-27,Caixa,0.001060948461595007173242425156
2017-09-27,DI,0.1136258217528318177785559952
2017-09-27,IPCA,0.8853132297855731750482015796
2017-09-28,Caixa,0.001060464103755467300248333348
2017-09-28,DI,0.1136435307330184860774886845
2017-09-28,IPCA,0.8852960051632260466222629818
2017-09-29,Caixa,0.001059794574538285409047805892
2017-09-29,DI,0.1136177923308780801187539993
2017-09-29,IPCA,0.8853224130945836344721981945
2017-10-02,Caixa,0.001060061351414875552260896842
2017-10-02,DI,0.1135573010632580414766398365
2017-10-02,IPCA,0.8853826375853270829710992671
2017-10-03,Caixa,0E-28
2017-10-03,DI,0.1109749131669665781414648554
2017-10-03,IPCA,0.8890250868330334218585351456
2017-10-04,Caixa,0E-27
2017-10-04,DI,0.1111049472032152393087214590
2017-10-04,IPCA,0.8888950527967847606912785410
2017-10-05,Caixa,0.00001924393031249862685618912865
2017-10-05,DI,0.1111700218493575716360087894
2017-10-05,IPCA,0.8888107342203299297371350222
2017-10-06,Caixa,0.00001923071146102556847022464475
2017-10-06,DI,0.1112288127807819325191882876
2017-10-06,IPCA,0.8887519565077570419123414879
2017-10-09,Caixa,0.00001921866313185169671507352853
2017-10-09,DI,0.1111274734315309175741221787
2017-10-09,IPCA,0.8888533079053372307291627478
2017-10-10,Caixa,0.00001921376789118977586122892382
2017-10-10,DI,0.1110830900130131053550044916
2017-10-10,IPCA,0.8888976962190957048691342794
2017-10-11,Caixa,0.00001921337541930282549196045655
2017-10-11,DI,0.1111015804682094493899104357
2017-10-11,IPCA,0.8888792061563712477845976034
2017-10-13,Caixa,0.00001921603861395274846680229994
2017-10-13,DI,0.1112387094761434054237414535
2017-10-13,IPCA,0.8887420744852426418277917443
2017-10-16,Caixa,0.01756894993321448244719984997
2017-10-16,DI,0.1113607173311340243241338835
2017-10-16,IPCA,0.8710703327356514932286662664
2017-10-17,Caixa,0.01755830730350684717353452261
2017-10-17,DI,0.1114463132444178192096106671
2017-10-17,IPCA,0.8709953794520753336168548113
2017-10-18,Caixa,0.01755395416260140587706967621
2017-10-18,DI,0.1113160458866222860929849616
2017-10-18,IPCA,0.8711299999507763080299453621
2017-10-19,Caixa,0.01754187116640956654567834893
2017-10-19,DI,0.1113600263758030597524497685
2017-10-19,IPCA,0.8710981024577873737018718829
2017-10-20,Caixa,0.01751535773225952228356436842
2017-10-20,DI,0.1111713232443362989147269039
2017-10-20,IPCA,0.8713133190234041788017087275
2017-10-23,Caixa,0.01751961921301457367722554530
2017-10-23,DI,0.1112456248065542078419369012
2017-10-23,IPCA,0.8712347559804312184808375537
2017-10-24,Caixa,0.01752492131631475410003329303
2017-10-24,DI,0.1112807498375692006367506898
2017-10-24,IPCA,0.8711943288461160452632160180
2017-10-25,Caixa,0.01753396802796206626019947707
2017-10-25,DI,0.1114425746554343916421551907
2017-10-25,IPCA,0.8710234573166035420976453325
2017-10-26,Caixa,0.01756181644533929119753748044
2017-10-26,DI,0.1117979208660701666698288235
2017-10-26,IPCA,0.8706402626885905421326336965
2017-10-27,Caixa,0.02117683276087840413504122181
2017-10-27,DI,0.1084067162807077348093583853
2017-10-27,IPCA,0.8704164509584138610556003933
2017-10-30,Caixa,0.02118756335647724531911192526
2017-10-30,DI,0.1084712003886817900609751208
2017-10-30,IPCA,0.8703412362548409646199129540
2017-10-31,Caixa,0.02116047199248943308376154105
2017-10-31,DI,0.1082017870774466018163235331
2017-10-31,IPCA,0.8706377409300639650999149262
2017-11-01,Caixa,0.02115444212425097967355180075
2017-11-01,DI,0.1084214212300081994321079904
2017-11-01,IPCA,0.8704241366457408208943402091
2017-11-03,Caixa,0E-27
2017-11-03,DI,0.1071078981274666360056617131
2017-11-03,IPCA,0.8928921018725353657640220534
2017-11-06,Caixa,0E-28
2017-11-06,DI,0.1068912012330798313983021134
2017-11-06,IPCA,0.8931087987669221663214723446
2017-11-07,Caixa,0E-27
2017-11-07,DI,0.1071064186728966965735786122
2017-11-07,IPCA,0.8928935813271053040056117486
2017-11-08,Caixa,0E-28
2017-11-08,DI,0.1069147454244630516785360934
2017-11-08,IPCA,0.8930852545755389453484410237
